2010-10-01	484
2010-10-02	490
2010-10-03	490
2010-10-04	487
2010-10-05	472
2010-10-06	460
2010-10-07	455
2010-10-08	428
2010-10-09	431
2010-10-10	457
2010-10-11	437
2010-10-12	443
2010-10-13	526
2010-10-14	490
2010-10-15	533
2010-10-16	451
2010-10-17	438
2010-10-18	390
2010-10-19	321
2010-10-20	291
2010-10-21	250
2010-10-22	261
2010-10-23	279
2010-10-24	322
2010-10-25	294
2010-10-26	300
2010-10-27	289
2010-10-28	290
2010-10-29	285
2010-10-30	291
2010-10-31	302
2010-11-01	276
2010-11-02	262
2010-11-03	266
2010-11-04	264
2010-11-05	267
2010-11-06	282
2010-11-07	318
2010-11-08	275
2010-11-09	273
2010-11-10	276
2010-11-11	274
2010-11-12	268
2010-11-13	269
2010-11-14	270
2010-11-15	269
2010-11-16	269
2010-11-17	269
2010-11-18	267
2010-11-19	268
2010-11-20	270
2010-11-21	266
2010-11-22	270
2010-11-23	287
2010-11-24	272
2010-11-25	278
2010-11-26	271
2010-11-27	266
2010-11-28	265
2010-11-29	225
2010-11-30	262
2010-12-01	270
2010-12-02	270
2010-12-03	269
2010-12-04	264
2010-12-05	263
2010-12-06	288
2010-12-07	270
2010-12-08	267
2010-12-09	267
2010-12-10	269
2010-12-11	269
2010-12-12	271
2010-12-13	266
2010-12-14	298
2010-12-15	280
2010-12-16	273
2010-12-17	263
2010-12-18	263
2010-12-19	297
2010-12-20	279
2010-12-21	267
2010-12-22	266
2010-12-23	263
2010-12-24	263
2010-12-25	261
2010-12-26	272
2010-12-27	263
2010-12-28	292
2010-12-29	378
2010-12-30	303
2010-12-31	287
2011-01-01	278
2011-01-02	275
2011-01-03	293
2011-01-04	817
2011-01-05	837
2011-01-06	840
2011-01-07	839
2011-01-08	841
2011-01-09	838
2011-01-10	836
2011-01-11	838
2011-01-12	832
2011-01-13	848
2011-01-14	837
2011-01-15	836
2011-01-16	942
2011-01-17	782
2011-01-18	390
2011-01-19	348
2011-01-20	318
2011-01-21	307
2011-01-22	300
2011-01-23	289
2011-01-24	285
2011-01-25	282
2011-01-26	279
2011-01-27	276
2011-01-28	275
2011-01-29	273
2011-01-30	271
2011-01-31	270
2011-02-01	265
2011-02-02	262
2011-02-03	298
2011-02-04	243
2011-02-05	264
2011-02-06	263
2011-02-07	263
2011-02-08	262
2011-02-09	259
2011-02-10	260
2011-02-11	252
2011-02-12	261
2011-02-13	256
2011-02-14	258
2011-02-15	257
2011-02-16	262
2011-02-17	263
2011-02-18	244
2011-02-19	258
2011-02-20	253
2011-02-21	251
2011-02-22	251
2011-02-23	251
2011-02-24	251
2011-02-25	253
2011-02-26	250
2011-02-27	251
2011-02-28	251
2011-03-01	250
2011-03-02	252
2011-03-03	252
2011-03-04	250
2011-03-05	256
2011-03-06	256
2011-03-07	271
2011-03-08	257
2011-03-09	253
2011-03-10	256
2011-03-11	255
2011-03-12	252
2011-03-13	253
2011-03-14	258
2011-03-15	261
2011-03-16	308
2011-03-17	280
2011-03-18	283
2011-03-19	284
2011-03-20	282
2011-03-21	478
2011-03-22	888
2011-03-23	1040
2011-03-24	1060
2011-03-25	1070
2011-03-26	1060
2011-03-27	1060
2011-03-28	1450
2011-03-29	1990
2011-03-30	2250
2011-03-31	2500
2011-04-01	2810
2011-04-02	2740
2011-04-03	2570
2011-04-04	2930
2011-04-05	4110
2011-04-06	5210
2011-04-07	6130
2011-04-08	6570
2011-04-09	6820
2011-04-10	6810
2011-04-11	6740
2011-04-12	6650
2011-04-13	6580
2011-04-14	6590
2011-04-15	6700
2011-04-16	6740
2011-04-17	6780
2011-04-18	6760
2011-04-19	6740
2011-04-20	6750
2011-04-21	6930
2011-04-22	6870
2011-04-23	6820
2011-04-24	6810
2011-04-25	6840
2011-04-26	6890
2011-04-27	6840
2011-04-28	6880
2011-04-29	6890
2011-04-30	6970
2011-05-01	7010
2011-05-02	7020
2011-05-03	7010
2011-05-04	6960
2011-05-05	6870
2011-05-06	6790
2011-05-07	6670
2011-05-08	6640
2011-05-09	6650
2011-05-10	6710
2011-05-11	6710
2011-05-12	6770
2011-05-13	6890
2011-05-14	6950
2011-05-15	7000
2011-05-16	7090
2011-05-17	7130
2011-05-18	7060
2011-05-19	6870
2011-05-20	6870
2011-05-21	6890
2011-05-22	6940
2011-05-23	6890
2011-05-24	6740
2011-05-25	6480
2011-05-26	6410
2011-05-27	6560
2011-05-28	6670
2011-05-29	6690
2011-05-30	6690
2011-05-31	6700
2011-06-01	6680
2011-06-02	6700
2011-06-03	6530
2011-06-04	6310
2011-06-05	6280
2011-06-06	6260
2011-06-07	5990
2011-06-08	5330
2011-06-09	4800
2011-06-10	4180
2011-06-11	3900
2011-06-12	3890
2011-06-13	3630
2011-06-14	3110
2011-06-15	2420
2011-06-16	2050
2011-06-17	1980
2011-06-18	1960
2011-06-19	1970
2011-06-20	1970
2011-06-21	2180
2011-06-22	2630
2011-06-23	3170
2011-06-24	3840
2011-06-25	4820
2011-06-26	5110
2011-06-27	5140
2011-06-28	5140
2011-06-29	4940
2011-06-30	4280
2011-07-01	3530
2011-07-02	2860
2011-07-03	2860
2011-07-04	2860
2011-07-05	3130
2011-07-06	3660
2011-07-07	3970
2011-07-08	3960
2011-07-09	3970
2011-07-10	3970
2011-07-11	3720
2011-07-12	2940
2011-07-13	2040
2011-07-14	1490
2011-07-15	1200
2011-07-16	1180
2011-07-17	1170
2011-07-18	989
2011-07-19	816
2011-07-20	820
2011-07-21	807
2011-07-22	798
2011-07-23	796
2011-07-24	790
2011-07-25	787
2011-07-26	779
2011-07-27	751
2011-07-28	747
2011-07-29	745
2011-07-30	738
2011-07-31	743
2011-08-01	763
2011-08-02	732
2011-08-03	738
2011-08-04	733
2011-08-05	733
2011-08-06	749
2011-08-07	761
2011-08-08	756
2011-08-09	777
2011-08-10	775
2011-08-11	791
2011-08-12	781
2011-08-13	787
2011-08-14	784
2011-08-15	789
2011-08-16	779
2011-08-17	760
2011-08-18	762
2011-08-19	761
2011-08-20	766
2011-08-21	762
2011-08-22	766
2011-08-23	766
2011-08-24	766
2011-08-25	763
2011-08-26	764
2011-08-27	771
2011-08-28	770
2011-08-29	773
2011-08-30	774
2011-08-31	769
2011-09-01	750
2011-09-02	725
2011-09-03	727
2011-09-04	721
2011-09-05	712
2011-09-06	682
2011-09-07	668
2011-09-08	665
2011-09-09	648
2011-09-10	648
2011-09-11	647
2011-09-12	643
2011-09-13	634
2011-09-14	638
2011-09-15	638
2011-09-16	640
2011-09-17	619
2011-09-18	598
2011-09-19	585
2011-09-20	559
2011-09-21	552
2011-09-22	535
2011-09-23	531
2011-09-24	538
2011-09-25	541
2011-09-26	539
2011-09-27	531
2011-09-28	528
2011-09-29	535
2011-09-30	511
