2011-10-01	511
2011-10-02	515
2011-10-03	523
2011-10-04	518
2011-10-05	545
2011-10-06	571
2011-10-07	532
2011-10-08	454
2011-10-09	444
2011-10-10	450
2011-10-11	459
2011-10-12	439
2011-10-13	383
2011-10-14	339
2011-10-15	339
2011-10-16	319
2011-10-17	300
2011-10-18	276
2011-10-19	281
2011-10-20	297
2011-10-21	309
2011-10-22	309
2011-10-23	308
2011-10-24	347
2011-10-25	330
2011-10-26	291
2011-10-27	236
2011-10-28	232
2011-10-29	247
2011-10-30	204
2011-10-31	214
2011-11-01	355
2011-11-02	395
2011-11-03	282
2011-11-04	279
2011-11-05	276
2011-11-06	273
2011-11-07	274
2011-11-08	275
2011-11-09	290
2011-11-10	274
2011-11-11	272
2011-11-12	275
2011-11-13	276
2011-11-14	283
2011-11-15	259
2011-11-16	275
2011-11-17	278
2011-11-18	280
2011-11-19	273
2011-11-20	271
2011-11-21	271
2011-11-22	274
2011-11-23	271
2011-11-24	267
2011-11-25	267
2011-11-26	268
2011-11-27	268
2011-11-28	269
2011-11-29	270
2011-11-30	269
2011-12-01	269
2011-12-02	268
2011-12-03	266
2011-12-04	267
2011-12-05	267
2011-12-06	267
2011-12-07	270
2011-12-08	270
2011-12-09	270
2011-12-10	269
2011-12-11	268
2011-12-12	271
2011-12-13	292
2011-12-14	292
2011-12-15	243
2011-12-16	245
2011-12-17	265
2011-12-18	266
2011-12-19	266
2011-12-20	262
2011-12-21	272
2011-12-22	268
2011-12-23	266
2011-12-24	268
2011-12-25	267
2011-12-26	268
2011-12-27	268
2011-12-28	282
2011-12-29	271
2011-12-30	279
2011-12-31	275
2012-01-01	269
2012-01-02	269
2012-01-03	269
2012-01-04	269
2012-01-05	269
2012-01-06	269
2012-01-07	269
2012-01-08	271
2012-01-09	271
2012-01-10	270
2012-01-11	269
2012-01-12	269
2012-01-13	269
2012-01-14	269
2012-01-15	269
2012-01-16	269
2012-01-17	270
2012-01-18	295
2012-01-19	445
2012-01-20	365
2012-01-21	375
2012-01-22	309
2012-01-23	300
2012-01-24	302
2012-01-25	290
2012-01-26	312
2012-01-27	293
2012-01-28	286
2012-01-29	284
2012-01-30	282
2012-01-31	281
2012-02-01	279
2012-02-02	278
2012-02-03	277
2012-02-04	277
2012-02-05	276
2012-02-06	278
2012-02-07	277
2012-02-08	272
2012-02-09	273
2012-02-10	272
2012-02-11	283
2012-02-12	277
2012-02-13	369
2012-02-14	522
2012-02-15	531
2012-02-16	539
2012-02-17	537
2012-02-18	537
2012-02-19	537
2012-02-20	535
2012-02-21	688
2012-02-22	884
2012-02-23	865
2012-02-24	854
2012-02-25	854
2012-02-26	851
2012-02-27	851
2012-02-28	934
2012-02-29	1160
2012-03-01	1270
2012-03-02	1260
2012-03-03	1260
2012-03-04	1260
2012-03-05	1260
2012-03-06	1260
2012-03-07	1260
2012-03-08	1310
2012-03-09	1690
2012-03-10	2610
2012-03-11	2880
2012-03-12	2880
2012-03-13	3140
2012-03-14	3450
2012-03-15	3480
2012-03-16	3490
2012-03-17	3540
2012-03-18	3520
2012-03-19	3510
2012-03-20	3770
2012-03-21	4260
2012-03-22	4810
2012-03-23	5050
2012-03-24	5050
2012-03-25	5020
2012-03-26	5060
2012-03-27	5060
2012-03-28	5040
2012-03-29	5050
2012-03-30	5330
2012-03-31	5880
2012-04-01	6110
2012-04-02	5970
2012-04-03	6170
2012-04-04	6440
2012-04-05	6380
2012-04-06	6340
2012-04-07	6290
2012-04-08	6260
2012-04-09	6080
2012-04-10	6210
2012-04-11	6550
2012-04-12	6550
2012-04-13	6560
2012-04-14	6530
2012-04-15	6460
2012-04-16	6440
2012-04-17	6340
2012-04-18	6240
2012-04-19	6130
2012-04-20	6210
2012-04-21	6300
2012-04-22	6250
2012-04-23	6100
2012-04-24	6200
2012-04-25	6310
2012-04-26	6520
2012-04-27	6630
2012-04-28	6880
2012-04-29	7120
2012-04-30	7240
2012-05-01	7540
2012-05-02	7760
2012-05-03	7880
2012-05-04	7960
2012-05-05	8050
2012-05-06	8040
2012-05-07	8030
2012-05-08	8020
2012-05-09	7940
2012-05-10	7800
2012-05-11	7630
2012-05-12	7510
2012-05-13	7470
2012-05-14	7330
2012-05-15	6820
2012-05-16	6200
2012-05-17	5550
2012-05-18	4830
2012-05-19	4270
2012-05-20	3970
2012-05-21	3660
2012-05-22	3070
2012-05-23	2310
2012-05-24	1640
2012-05-25	1170
2012-05-26	938
2012-05-27	919
2012-05-28	906
2012-05-29	903
2012-05-30	896
2012-05-31	849
2012-06-01	828
2012-06-02	904
2012-06-03	923
2012-06-04	950
2012-06-05	952
2012-06-06	1180
2012-06-07	1450
2012-06-08	1730
2012-06-09	1990
2012-06-10	1990
2012-06-11	1970
2012-06-12	1970
2012-06-13	1980
2012-06-14	1960
2012-06-15	1970
2012-06-16	1970
2012-06-17	1960
2012-06-18	1970
2012-06-19	1960
2012-06-20	1910
2012-06-21	1870
2012-06-22	1850
2012-06-23	1850
2012-06-24	1830
2012-06-25	1830
2012-06-26	1830
2012-06-27	1660
2012-06-28	1530
2012-06-29	1480
2012-06-30	1410
2012-07-01	1410
2012-07-02	1410
2012-07-03	1400
2012-07-04	1380
2012-07-05	1410
2012-07-06	1420
2012-07-07	1410
2012-07-08	1430
2012-07-09	1470
2012-07-10	1480
2012-07-11	1480
2012-07-12	1470
2012-07-13	1480
2012-07-14	1490
2012-07-15	1510
2012-07-16	1510
2012-07-17	1500
2012-07-18	1310
2012-07-19	1060
2012-07-20	1020
2012-07-21	972
2012-07-22	969
2012-07-23	952
2012-07-24	898
2012-07-25	900
2012-07-26	905
2012-07-27	894
2012-07-28	884
2012-07-29	904
2012-07-30	901
2012-07-31	881
2012-08-01	871
2012-08-02	873
2012-08-03	896
2012-08-04	888
2012-08-05	869
2012-08-06	874
2012-08-07	871
2012-08-08	841
2012-08-09	810
2012-08-10	798
2012-08-11	791
2012-08-12	790
2012-08-13	774
2012-08-14	778
2012-08-15	787
2012-08-16	788
2012-08-17	785
2012-08-18	780
2012-08-19	785
2012-08-20	773
2012-08-21	752
2012-08-22	743
2012-08-23	740
2012-08-24	737
2012-08-25	738
2012-08-26	736
2012-08-27	717
2012-08-28	701
2012-08-29	675
2012-08-30	664
2012-08-31	642
2012-09-01	626
2012-09-02	626
2012-09-03	622
2012-09-04	620
2012-09-05	636
2012-09-06	638
2012-09-07	616
2012-09-08	601
2012-09-09	614
2012-09-10	603
2012-09-11	596
2012-09-12	599
2012-09-13	600
2012-09-14	593
2012-09-15	566
2012-09-16	523
2012-09-17	522
2012-09-18	537
2012-09-19	550
2012-09-20	547
2012-09-21	526
2012-09-22	524
2012-09-23	536
2012-09-24	538
2012-09-25	529
2012-09-26	491
2012-09-27	487
2012-09-28	482
2012-09-29	486
2012-09-30	491
